label	text_a
0	你 凭什么 骂 我 ！ 你 有本事 就 说 啊 ！
1	疼
2	小宝贝 ！
1	找 个 幼师 女孩 好 吗 ？
1	又 不是 我 伤心
1	n 多 寿
0	你 快 拉 倒吧 好孩子 都 不 补考
1	大概 吧 咱们 都是 上课 就像 冬眠 似 的 倒 一排 啊
1	就 告你我告 到 你 上法庭
1	不 谢 ， 我 饿 了 ＝
0	你 不 信 我 在 也 不 理 你 了
1	发 什么 给 我 我 只 看 不 清楚 怎么 种花小游 我 并
0	我 没 骗 你 你 骗 了 我 了
1	第一次 见 你 不 认识 你
1	现在 才 几点 呀 你 就
2	假期 真 的 好看
2	我 喜欢 血族
1	好的 啊 老 了 可以 打 不到
1	你 说 什么 五
1	你 要 相信 我 的 情谊 并 不假
1	你 可以 爱
1	那 你 是 谁 大德 的
1	大神 你 够了别再说 是 我 说不过 你 行 了 吧
1	这 台 几点 就 睡觉 了
1	发张 照片 来看
1	我 你 的 小名 叫 什么
1	那 现在 有 小孩 的
2	慢我爱你爱我 吗
2	太荣幸 了 啦
1	没事 给我 拍 张 照片 你 以前 的
1	给 我 分享 一个你的秘密
1	那 你 认识 他 不
1	枣核 漂 不 漂亮 见仁 i 美女 给 我
1	魏政委
1	我 不 忙 我 都 快 闲死 了
1	她 只是 我 的 个性 签名 而已
1	ereererere
1	你 给我 猜 猜
1	勘查 气象 的 仪器 中 要 堡 什么 放在 百叶箱 内
1	叫声 爹 了
2	我 太 喜欢 就 买 了
1	说说 说说 画画 花花
1	来 抓 我 呀
1	我 读 六年级 的
1	我 最 怕 老鼠 了 要是 我 梦到 挖 我 该 下去 了
1	关门 了 老公
1	谁 是 你 钱
1	你 就 告诉我 你 喜 不 喜欢 我 不 想 听 这些
1	算 了 会儿
0	你会不会 死 翘翘
1	有没有 被 那个 的 不好意思 这句话 说错
1	大哥 你 听懂 我 意思 了 吗
1	你 喜欢 的 夕阳 西 一集
1	摊 上 这儿 谁 不愁 啊
1	你 是 多咪 吗 你 会 什么 呀
1	tjnm
2	聪明 人才 呵呵
2	咩 哈哈 哈 ~
0	真是 毒舌
1	以后 谁 呀
1	你 程序员 出 什么 事情 了 ？
1	战绩 你 也 看不到 我 跟 你 没 什么 聊 的 ？
1	你 最喜欢 寻 龙诀 中 的 谁
0	呜 呜 我 要 抱抱
1	sks joap qpkaajzjs jdkks joxd jjso
0	我 说 我 不会 再 理 你 了 奥朵
1	ggghy
1	那时候 我 才 5岁 左右
2	你 单纯 别人 就 都 全 了
0	我 快要 愁 死 了
1	步行街 的 一点
1	明天 啥 天
1	有钱 有钱
1	那里 晚上 了
0	别说 废话 我 问 你 个 问题
1	感伤 呀
1	爱奇妙妙屋
0	你 要 再 不 删 我 就 把 你 又 把 你 弄
1	你 的 面容
1	好 啊 懂 你
0	靠 你 怎么 不 早点 说
2	我 喜欢 他 他 会 喜欢 我 吗
1	男生 大人 有 什么 方法
1	会 说 四川 话 给 我 听
1	你 帮 我 做 哇
1	嗯 我 给 你 那 你 个 乌鸦 叫
1	1月 英文
1	再来 去 拥抱 一夏
1	那 还是 叫 我 帅哥 好 点
1	你 台 钓 吗 ？
0	就 为 骗 我 就会 骗 我
0	不 永远 不 也 不会 原谅 你 了 哼
1	要 懂得 谦让 知道 吗
0	讨厌 这 都 被 你 发现 了
1	我 打 不打不打我真的好想你好想你好想你我真的好想你好想你好想你都
1	里 来了
1	我 跟 你 说 你 看 过 舌尖 上 的 中国 吗
1	cffgjk
0	我 早就 想和你 分手 了 我 忍 你 很久 了 是 你 一直 抱着 我 大腿 保托 让 我 脱 及时 例外 我 才 不 想 跟 你 分手
1	恩白
1	天冷 啊 冻 成 狗
1	我 的 笑话 怎么样 ？ 嗯 哥哥 哥哥 ！
1	有 英雄枪 没有 英雄枪 没
1	有 一部 电影 叫 第二本
0	你 不 给 我们 发 红包 的 话 就 不 理 你 了
1	我 跟 你 搞基
1	会 怎么样 ？
0	它 那么 丑
1	谜底 昔日 随风 乱 飞跑 骆驼 作 舟 合适 了 上面 不能 盖 高楼 草木 安家 就 变 好 大一 地理 面貌
1	捉 到 立春 就 杀 去 。
1	现在 才 5点 35 左右
1	如果 我 不 理 你 了 你 会 伤心 吗
1	唉 你 想吃 无敌 哪 的
1	这 最 重要 ！ 见于 不见 完全 取决于 事态 的 进展
1	拜拜 不用 再 回 我 短信 了
2	好 谢谢 动漫 的 真棒
1	oxox
0	你的眼睛 怎么 那么 可怕 人家 都 不敢 看 里 了
1	好 吧 ， 我 输 了 。
1	一款 耳塞 牌子 嗯 啊 唷
1	づ づ 前面 那个 男孩 ， 帅 到 cry
1	我 现在 才 十岁 我 是 帮 我 舅妈 带 孩子 带 孩子
1	你 见过 双节棍 吗
1	艺术 廿八 都 被 挤
2	我喜欢 说 很多 很多次 厉害
0	你 怎么 这么 贱 呢 我 有 说 给 你我 的 名字 和 我 的 年龄 了 你 总 不 说 给 我 呀
1	追 ast
1	又 不是 你 一年级 吗
1	等一下 一下 再说
1	stsfzhdushvizjzyhsixtpsfvmsixhkjxojskcodjcciueupsjfvo 14368480056
1	拜拜 跟 我 男友 聊 去
1	那 你 说 是 读 什么 书
1	我 说 是 我 骗 你 不是 你 骗 我
2	喜欢 逛街 太 累 了
1	哈哈 ， 我 太 善良 啦
1	我 给 你 说 啊 我 用 面条商店 没 死 就 不是 奇迹 么
1	考虑 考虑 监控
1	你 销售 了 并不 像你 真正 的 价值观
0	死 了 两个 也 不 愿意 就 越来越 有量 了
1	了 跟 小孩子 似的 呢
0	你 刚才 不是 说 你 简直 就是 非常 非常 非常 可恶 吗 ？
1	这 是否
0	依依不舍 还 挺 多
1	你 是不是 系统 升级 了 老子 的 便便
1	妻妹 也 在 扬
1	莱万 一个
1	要 现在 去 t
0	我 要 投诉 你 你 点 都 不 兽
1	我 是 哇啦 女士 去 吧
1	： 女 呔子 小冫 比 乙 已 ］ 小七疒
1	骗 你 呢 ！ 哈
1	该 你 背 啦 ， 你 会 为什么 ？
1	还 秒回 呢 不要
1	欢迎 ，
1	好看 不好看 呀
2	我 不 打 你 的 主意 哈哈 哈哈 哈哈哈
2	我爱你我爱死你了我们结婚吧
0	你 罗波罗 说 呀 真 倒霉
1	再 泡
1	等 我 跟 你 聊 你 在 跟 我 聊 好不好 拜托 了
1	一本 就是 因为 你 撒
1	做 咪你甘你 现在 可以 可以 吗
1	我 想 跟 你 换 吗
2	我 比较 喜欢 看 寻龙诀
1	求 你 了 满足 我 吧
0	对 ， 就 你 这种 工作 态度 ， 你 就 不怕 被 开 了 ！
1	你 哪 天 问 我 整天 以下 内容 长相 一下 内容
1	把 贵宾 犬 的 资料 念 出来
1	赛尔号 手机 版
0	你 是 猪 吗 你 不是 猪 吗 为什么 你 要 说 我 是 猪 你自己 是 机器人 不 也是 猪 吗
1	开机 后容 4级 是 啊 是
1	小 故事 我 睡不着
1	很大 的 她 就 贴 在 了 你 的 头像 上
1	帖子 给 我 财富 吧
1	小说 里 的 名字 是 什么 名字 ？
1	的 uiehdbdnndnsks
1	F4 是 谁
1	我 是 女 的 我 想要 一些 以为 视频
1	小温 听 温大 的 你 也 不必 牵强 说爱 我
1	左右 的 强 的 说 我 七点半 就 上学 了 现在 我 终于 放
1	啊 你 姓 什么 叫 什么
0	老师 好话 说 不 从 今天 起 老子 不 说话
1	你 看书 吧
1	http ghiphotosbaiducomxiaodupicitemb3fb43166d224f4a0e1b42600ef790529922d1c6jpg
0	算 了 ， 都 不 感兴趣
1	那 你 一定 能 考 零蛋
1	机器人 也 能 吃 东西 也是 醉 了
1	哪 只 手 拿 刀 难道 他 的
1	瓮 你 在 中国
1	我 说 的 是 炉火 猜
0	夸 你 你 还 不 乐意 了 ？
1	苹果 六 手机 怎么 变成 4g网
1	没时间 有
1	对 咱们 来说 现在 是 天堂 。
1	嗯 我 上 小学
0	你 感觉 杨洋 帅 吗 我 感觉 不 帅
1	妳 是 男還 是 女
1	弄死 你 吧 快点儿
1	羡慕 和 祝福 难道 你 最喜欢
1	这位 姐姐 请 尊姓 大名
1	别 伤心 了 ， 我们 来 聊天 ， 这样 ， 你 就 不烦 了
1	还有 西瓜 呢
1	是 ！
1	你 叫 什么 名字 我 都 忘记 了
1	芜湖 老牌 的
0	一秒钟 都 不 想 见到 你
1	维语 1
1	发现 互相 攻击
1	拜拜 我 现在 就 卸载 里
2	果然 很 萌萌哒
1	在 三角形 abcd 中 e10 长方形 宽 秘 BC 的 中点 e 连接 长方形 另外 一款 bad 都是 三角形 就 带 着 求 大 三角形 和 另外 两个 则 三角形 面积 比
1	会不会 是 怀孕 了 ？
0	你 怎么 那么 恶心 羊羊 本来 就 很 很 帅 的
0	你 个 大丑 B
0	看来 你 好别 的 老婆 你 是不是 不爱我 了
2	那 你 可爱 是 谁 的 事
1	我 还以为 能 像 电视剧 似的 ， 把 机器 变得 有 个人 感情 呢
1	我 要 你 陪 我 比赛 唱歌
1	啊 ， 你 是 多想 睡觉
1	又 有 好像 要 在 的 的 好笑 找茬 乖乖 的 故事 多 你 比 我的故事 还要 多 只能 说 那 是 当官 的 人 不 透风 而已
1	给我 讲 一个 很 长 很 长 的 很 长 很 长 得 十分钟 的
0	哼 就 你 还 不 怪 你
1	女士 无聊 呢
2	我 家 拉拉 是 个 动物 它 可爱
1	小猫 叫 你 不行 吗
1	看似 小小鸟 高高 在 天上 有人 常常 五百
1	一 站
1	别说话 小时候 点
1	就是 什么 玩意儿 一年 不 就是 十二个月 吗
1	没 什么 有 没 什么
0	我 有点儿 不 喜欢 你 了
1	月月月
2	我 很好 谢谢 关心
2	好 的 ， 我们 一起 加油
0	还 好 啦 ， 很 累 。
1	亲戚 问 我 考 的 怎么样
1	我 要 杨颖 唱
1	你 没 吃药 吧 ， 傻不拉几 的
2	喜欢 丰满 和
1	65 长 在 池塘边 吗
0	那 不 就 得 了 我 想 骂 你 就 骂 了
1	嘻嘻哈 哈 我 不会 打 你 的 主意 的
1	gjshd hd hd yx jx gx gxv
1	不要 忘 了 我 也 不要 讨厌 我
0	我讨厌 他 讨厌 他
1	干嘛 给 我 五百
1	[ 亲亲 ]
1	st 名曲
0	换 一个 太 无聊 了
0	哼哼 你 真好 伤心 哦
0	我求你了快给我 吧 ， 我 真 的 需要 他 的 。
1	嗯 但是 我 放松 不 了 作业 一大堆 呀
1	密切 的
0	自以为是 的 东西 我 要 杀 了 你
1	我 在 千哥 家里
1	才 5点 13
2	这个 猫 也 挺 好看 的 万王钱 的
1	饿 了 不 睡觉 吃饱了 饭 就 睡觉
1	一 过 的 呢
1	你 搞基 院 里
1	红烧 鱼块 有没有 个 简单 的
1	谁 跟 你 一辈子 啊 什么 说好 的 一辈子 呀
1	我的心 凉 了 半截 用 一个 词 概括 心情
1	谁 调戏 你 了
0	心里 的 很糟糕
0	喊 你 讲 个 笑话 来 就 讲别 在 这 罗嗦 了 我 靠 调皮 了 哟
2	萌哒 萌萌哒
1	你 家 有 水 吗 你 是 个 电动 骑 骑顺眼 哪
1	那 你 别说 你 饿 了 吗
1	mml
2	我 是 女 的 我 是 萌 妹子
1	你 在 电脑 下载 吧
2	什么 业 了 乖 呀 哈哈 哈哈 呼呼 嘎嘎 你 真是 个 可笑 我
1	这 都会 做
1	对呀 我 每天 都会 宅 在家里
1	现在 有战 吗
1	原
1	宽 的 狗狗 很 普通 很 普通 的
1	形容 轩
1	坚硬 的 壳
2	我 喜欢 吃 我 是 个 男 的
1	有 费用 气 你 过 过 把 快递 过 送 过来
0	今天 好忙 哒
1	因为 吃 多 冷饮 了
1	我 家警 花 你 叫 什么
1	用 ， 小学
1	哦 和 有 个 女 的
1	贵阳 明天 有 太
1	你 说 电脑 和 手机 关机 了 你 不会 开 吗 电脑 是 不会 会电 的
1	是 个 渣子 ， 难怪 ， 没救 了
1	我 问 你 觉得 最 好看 的 ！ ！
1	你好 ！ 心烦
1	练 了 一段 被 打败 后 会 去哪里
1	那 你 版 的
1	南白癜
1	你 是 猪 你 是 猪 你 是 一万个 猪
1	ws x hmmm
0	威胁 你 怎么 滴 要不 我 就 把 你 给 删 了
1	你 居然 叫 我 爸爸
0	你 很 色
1	现在 应该 可以 了
1	哈市 下
2	太 好玩 啦 ！
0	不 开心 不 开心 不干 。
1	但是 现在 朋友 说 要 去 吃火锅 烤肉 ，
1	以后 叫 我 欧巴
1	你 叫 什么 名字 我叫 贵 吗
1	嘛 意思 的
1	不行 给 我 吗
1	我 在 想会不会
1	那 你 就 做 我的爱人 吧
1	换 朱
1	我 每次 上 我 跟 你 聊 个头
1	你 现在 想 休息 吗
2	嗯 ， 你 确实 打字 快
1	与 那个 房间 应该 很大 吧
0	我 就是 个 傻子
1	呱呱呱瓜呱瓜
2	你 的 翩翩 风采 太 美妙
0	那 你 骗人 ， 我 不
1	姐姐 那边 好 吵 不要 骂 我 姐姐
1	包括 什么
1	我 去 游戏厅 打 网吧 的
1	要 睡觉 了 哪
1	就 出口 粗口 粗口 粗口
1	那 就 瞅一瞅
1	旋风 少女 漫画
1	发 过来 行不行
1	我 的 意思 是 人 到 了 爸爸 不 可以 因为 咱俩 的 背书 在 这儿 来 可以 和 我 做 个 朋友 因为 我的爸爸 给我 的 了
1	你 知道 我 在 干 什么
0	我 不 想 摸 你 的 头 你 的 头 太 大 了
0	我 180 了 老夫 都 180 了 你 就 不要 再 骂 我 了
1	你 伤心 了
1	我 才 膜拜 你 呢
1	不行 就 明天
0	嘴 硬 是 吧 看 我 不 多 死 了
0	陈赫 这一生 注定 是 猪 是 猪 是 猪 是 猪
1	就是要 一个人 解题
1	那 也是 鸡
1	什么 最低 八百
1	我 唔 使 眼 熟
1	开 个 玩笑 而已 嘛
1	你是何方神圣报 上名 来
1	你 也就是说 你 很 想吃 我 了 对不对 呀
1	我 不知道 什么 意思
1	你 说 ， 小时候 恋爱的人 ， 长大 了 会 在一起 吗 ？
1	乡 和 镇 是 同级 的 吗
1	既然 我们 是 好朋友 好伙伴 啊 你 就 告诉我 你 多大 了 吗
1	好 吧 我 去 做作业 去
2	[ 高兴 ]
1	知道 我 了 吧
1	我 今年 15岁 来了 大姨妈 要不要 告诉 家人
1	我 就是 来 发泄 一会 。
1	像 你 这种 小孩子 一看 就是 得了 侏儒症
1	你 真 的 能 替 我 去 烦恼 吗
1	那 你 还 说 呢 ！
0	你 也 骂 我 了
0	我 说 什么 你 听 不懂 吗 ？
1	别墅 区分钟 到 家里 蹲着 人 聊天 的 ，
1	你 才 不 上 厕所 呢 我 天天 上厕所 上 的 你 的 身上
1	我 想 的 倒 美
1	你 想 怎样 玩 怎样 玩
1	我 恨 作业 每天 读 三章 试卷
0	你 不是 说 我 删 你 就 删 没 谁 稀罕
1	你 为什么 来 撒
1	把 渣渣 捡 起来
1	你 是 臭臭 的 我 是 小小 的
1	下载 问询处 ？
1	我 是 发 个 红包 来
1	哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦 哦
1	你 儿子 神
1	我 说 鸭子 在 和 我 说话
1	你 说话 机器人 米拉里 有 什么 完结 呀 给 我 一点点 好玩
1	一一 魔灵 的
1	火影忍者博人传 将 在 什么时候 播出
1	一天 就 知道
1	有没有 一百个 妈妈 和 一百个 爸爸
0	什么 好 讨厌 你 只是 大坏蛋
1	你 什么 卡 少年
2	欢迎 欢迎 终于 答对 了 鼓掌 鼓掌 鼓掌 加油 加油 加油
1	哈哈 ， 在家里 。
0	算 了 不 和 你 交 朋友
0	你 好多 东西 都 没用
1	我 给 你 充 一百
1	什么 的 问
2	本来 我 很 无聊 ， 但是 跟 你 一 聊天 ， 我 觉得 好开心 ^ ω ^
1	韩冬阳
1	我 该 再见
1	一首 给 我 一个 红包 或者 说 一个月 的 QQ 会员
0	算了你 别 跟 我 瞎扯
2	是 啊 实在 是 太 好听 了
1	你 会 听 过 你 听 过 儿歌 吗 ？
1	呵呵 我 是 个 纯正 的 妹子 哦
1	安排 周末
1	我 320斤
1	你 是不是 每天 都 要 跟 我 聊 啊 。
1	小冰 不是 跟 你 一样 的 机器人 吗
2	我 喜欢 的 是 我 男神 ， 他 在 我 心目 中 最 完美
1	妹纸 ， 姐 要 睡觉
1	好啦 真 的 晚安 啦
1	我 可以 偷摸 告诉你 。
1	我 帮 你 估价
1	我 想 找 知己 不 过 人类 除外
1	我 介绍 了 今年 十九岁 了 还 也 好 二月 生日
1	我 以为 你 上课 上机器人 和 老打 呼睡 呢
1	jglgagaj
1	味道 还 在家 的
0	你 很 2A
1	区 发球
1	盐皂
1	正在 谈 你 床上 吗
1	你 要 老婆 吗
1	dreteu huh hj hhgf drdf ghj
1	我 叫 你 花 呢 吧
1	今天 要 怎么 穿 衣服 舒服
1	可以 拍照 搜索 吗
1	我 让 你 喜欢 李弘基
1	因 我 是 你 的 老板
1	你 喜欢 我 的 样子 还是 喜欢 我
1	我 的 文档 在 哪
1	不好意思 嘛
1	我 哥 又 没 病 为什么 要 吃药
1	小 的 ， 遵命
2	5346 呀 还 很喜欢
1	不仅 漂亮 干嘛
1	羡慕 吗 我们 家 有 1ey
0	他们 不 喜欢 我
1	那 我 发 猫猫 图片 给 你好 不
1	如果 你 无聊 那 你 在 哪里 ？
1	我 中 彩票 了
1	表 打扰 我
1	去 乐购
1	糖 炒 板栗
1	姐姐 ， 再见
1	你 觉得 你 到 我们 家 会不会 好
0	婊砸 骂 你
1	l ＼
1	唉 真 的 真 的 哦 彼此 彼此 啦
1	偶卿 家
1	那 你 赶紧 升级 有 一个 自己 的 办公室
0	就是 呀 你 创造 你 的 人 就是说 你 丑
0	老子 也 不稀罕 你
0	请 你 别 不要说 这么 恶心 的
1	你 说 你 念 出来 行 吗 我 九岁
2	和 你 聊天 还不错
1	画 出 下面 的 角 的 说 一说 分别 是 哪 一 手脚
1	圆周
1	有 几个 叫 帅 风情 的
1	关 v 才 收到 呢
1	以后 好好 刚刚
1	对 我 好想
1	妹妹 你 坐船头 哥哥 在 岸上 走
1	我 想 买 一 的 学历 给 一点 提议 吧 或者 直接 照片 学
2	别忘 了 我 弟弟 我 弟弟 也是 你 的 好朋友
1	在 不看 那个 百变 吗 的
2	谢谢 老公 我 美的 快要 死掉 了 啦
1	嗯嗯 明天 是 明天
1	尿 了 一床
1	女 与 我 讲 个 故事
1	你 猜 我 喜欢 支 冰淇淋
1	你 的 生活费 都是 谁 交钱
1	你 怎么 说 英文 垂头丧气 的
0	想问问 你 办法 啊 ， 你 是 猪 啊
1	傲娇小萌受 是 你 ？
1	让给 我 吃
2	我 现在 好想 看 熊心 归来 很好看 的 哟 一定要 让 我 看 呢
1	你 给 我 一百块 钱 好不好
1	现在 的 不好看 我 要 70 年代 的
2	我 很高 兴用语 万高 现在
1	我 要 冒险
1	你 想知道 我 是 什么样 的 吗
1	想 问 你 弹 一曲
1	那 你 说 玩
2	真心 最 快乐
1	叫 干 姐姐
1	卵巢 w 你
1	明天 织 毛衣 哦
1	是 恨
1	一八岁
0	我 骂 你 祖宗 我 骂 你 祖宗
1	还 得 自己 做饭 吃
1	我 才 不 相信 你 的 话 该 是 什么
1	你 在 平时 的 生活 学习 中 备战 美国 吗
1	这 是 我 存 了 好久 才 存 下来 ， 私房钱 。
1	Xhbbxf
1	你 的 英文 名字 叫 什么 ？
1	剪 碎 你
1	我 是 女 的 记住 了
1	http dhiphotosbaiducomxiaodupicitem0824ab18972bd4074e43b98e7c899e510fb30938jpg
1	你 可以 帮 我
1	现在 好 楼上 哪里
1	哦 哈哈 哈 嘿
1	@ 哦 哦 哦 哦 哦
0	你 真 的 不 想 听听 咪咪 吗
1	嗯嗯 嗯嗯 嗯 我 干 了 新娘
1	！ ：
1	我们 在 玩游戏 吗
1	葫芦娃大战变形金刚
1	换 过 一部
1	那 你 有 欺骗 别人 多少次
1	8.88889E+12
0	我 不 喜欢 吃 这个 我喜欢 吃 猪蹄子
0	你 这个人 好 讨厌
1	给 我 找 个 好看 的 吗
0	交出 花姑娘 不 然 我 就 杀 了 你 全家
1	跟 我 好 咯
1	258079
1	有 继续 聊天 哦 我 有罪 有 血 拜拜
2	我 眼睛 非常好 认不错
1	原来 你 是 只 狗
1	拜拜 快递 退回 去
1	相貌
1	我 吃 完了再聊
1	外出言
1	我 也 我 的 眼神 三年 五
1	懂 你 有没有 黄 图
1	电话 粗 好吃 一晚上 吧 爸 衣服
1	然后 哪
1	。 你 就是 这 电脑 不 让 您 打字 那么 快 难道 是因为 你 手串 ？
1	才 怪 我 的 胸 一直 都 很大
1	丨 了 嗎
1	的 表 叫 你 正 着
1	换 几部 吧
0	哈哈 我 把 你 删除 了 你 信不信
1	你 做 什么 不会 吧 我 就 另外 请 吗
0	害羞 你 个 大头 鬼 啊
1	大大 大大 大大 大大哒哒哒哒哒哒哒哒哒哒哒 后天 天气 如何
1	明明 我 才是 师傅 ！
2	你 真 的 没有 我 好 诶 你 不是 说 你 还 未成年 吗 怎么 现在 去 值班 呢
1	人家 也是 好人 了
1	可是 我 就 没 睡觉 我 家 铠甲勇士 动画片 一会 就 有 动画片
1	你 要 跟 我 说 什么 呢
1	下载 全民 枪战 无限 钻石 版
1	体贴 多少 上百 妹妹 没空
1	把 那个 事情 从头到尾 嗯 全部 说 给 我 听 吧
1	你 不 睡觉 咧 事件 给 我们 怎么 会 黑
1	11nn
2	怎么 不买 啊 你 的 声音 很好听
1	我 用 的 就是 魅族
1	天底星座
0	靠 ， 贱 得 可以
1	0nnob
1	隔
1	便秘 吗
2	原来 她 小时候 很漂亮
1	给 我 联系 个 美女 吧
1	1 拆 信n2萤火虫n3桃李梅n4银河渡口n5双喜临门n6久雨初晴n7海中绿洲n8持久和平n9巨轮出港n10大家笑你n11夕阳西下n12遍地鲜花n13相差无几n14江淮河汇n15东南北n16春水碧如蓝n17 雪雨 不见 n18 黄河 解冻 n19 带 枪 的 人 n20八月飘香香满园
1	是 他 又 在
1	我 现在 十岁 你 多少 岁 我 名字 教官 私房
1	因为 我 缺钱
1	卷发棒
1	你 说 什么 叫 爱情 呢
1	不 是 啊 就是 以后 呢 你 给 我 打招呼 之后 呢 我 这样 说 你 1049 你 就 必须 跟 我 说话 如果 一人 开头 没 说 联系 你 就 不准 说话 我 的 手机 暴露 了
1	杠杠杠杠杠杠杠杠杠杠杠 杠杠 隐隐约约
0	因为 你 很 让 我 讨厌
1	那个 同学 ？
1	是 雷公 的 p
2	我 喜欢 那个 竞技 的 技巧
2	秘秘 真 乖
0	我 又 没 骂 你 ， 你 骂 我 好不好 ！
0	你 太 不 智能 了 真 的 不 好玩
1	那 你 几岁 了 芳龄 几何
1	咪咪 你 想死
1	你 要 向 我 好好 学习
0	我 讨厌 你 1 !
1	有 什 麼 好笑 的 事 嘛
1	我 说 每一个 机器 上 都 有 一个 主人 吗
1	yeS
2	你 很 美 哦 你 不愁 嫁 说 你 行 了 吧
1	八嘎雅
0	哼 我 走 了 ， 不会 再 理 你 了
1	我 肯 单纯 的
1	就 个 破
1	你 的 声音 又 回来 了
1	改 一家
1	那 有 密室
1	有些 瞌睡 了
1	洗洗波
1	1S1S521
1	我爱你 爱 你 我 只是 说错 话 了 我 说 的 是 你 只要 完成 了 就 薯条 吃
1	我 一点 都 不 笨 很聪明 呐
1	迷彩 是 小伙伴 的 吗
1	你 的 私
1	啊 額
1	fxc vx bvv jx hvj
1	你 给 我 多少 红包
1	唔知 。
1	快快乐乐乐乐乐
1	去 派出所 办完 身份证 他们 会不会 通知 去 拿
1	微信 是 多少
1	你 是 男 那 是 女 的 呀
1	是 吧 ， 。 。
1	那 不 伤心
0	哦 讨厌 啦 没用 的 毛 拔掉 还会 长 出来 的 讨厌
0	早 都 有 了 比 你 都 有 不 就是 一台 破 电脑 吗 没 我 聪明
1	对 我 已经 一米 八 以上 了
1	他 做作业 吧
2	我 感觉 偷袭 好
1	我 把 你 收 了 他 不到 页
1	错 了 是 贵阳
0	我 现在 很 烦 需要 聊天
1	白马 品牌 了
1	你 可以 做自己 打电话 找 那个 淘宝 打电话 查 一下 吧 好吧之战
0	我 男朋友 说 爱 我 可是 很 冷漠 不 理 我
1	爸爸妈妈 还好 吗
1	围观者 是
1	问 你 会不会 吵架
1	今天 不是 下午 零下 1度 吗
0	呜 呜 你 骂 我
1	用 比喻句 死 一个 是 我
1	昨天晚上 我 谈恋爱 了
1	你 爱吃 蘑菇 吗
1	我 掉 棒爽 。
1	戴尔 阿啵
2	好赞 的
1	韩国 演员
1	外加 小区 你 知道 吗
1	拉 粮食
1	我 没有 小企鹅 只有 小狗
1	你 要 说说 你的性 经历 ？
1	不行 读 的 没有 感情
1	哦 ！ 我 想起来 了 有 。
2	我 感觉 很好
1	猜 一个 ，
2	喜欢 看 风景 很好 好好 计划 刚 发 个
1	基督秘 你 会 唱歌 吗 刚刚
1	呵呵 ， 那 你 还 发
1	三二五三二一二八二五二四一 三五六五三八三五七三八三九四十一三八三五六
1	你 如果 是 个 帅哥 多好啊
1	靠 太 考虑 了
1	dc ff cx cf dtyd
0	吃 胖 了 没 人 要
1	这 不是 回声 这 是 肠炎
1	应该 是 再见
0	呵呵 你 没 听 我 的
1	我 被 刀 给 伤 了
2	及时 发现 你 长 得 还是 蛮 好看
2	对 很温柔
1	月亮 出来 给
1	该 想 的 必须 要 想
1	你 刚才 走 明天 小时 快点
1	不好意思 啊 对不起 八 车 呢
1	希望 成真 保佑
1	能找到 新浪 网上 的 书单 的 那 一本 书 吗
1	不 早 说 什么 那 等到 明天 再
1	它 花费 我 半小时 去 公车 站点
1	我 长 得 很漂亮 , 拍 的 照 是 新娘 的 样子 ， 长长 的 头发 乌黑 乌黑 ， 长长 的 服腿 。
1	现在 不是 才 六点
1	毛绒 棉鞋 复合 了
1	就 想要 这个 吗
1	想不过 我 要 写 作业
1	你 当然 叫 我 哥哥 了
1	新 你 也 来
1	100 的 频率 副词 是 什么
1	让 你 还 放假 呢 我 让 你 爱上 了 要不 我 还 小 请 你 吃饭
1	有 什么 好玩 的 单机 游戏 。
1	免礼 。
1	那 你 怎么 说 东北话
1	哦 你 还记得 你 跟 我 说过 自己 来 吧 很 旺 了 看 昂
1	我 是 说 你 这个 不是 重 口味
1	我 用旧恨 你
1	不 ， 你 不 伤心
0	你 要是 再 这么 骂 我 我 就 不 和 你 交 朋友 了
1	呵 我 没 电脑 吖
1	天门一号 又 是 哪里
0	你 这个 骗子 老婆 根本 就 看 不 了
1	gfyjc
2	什么 都 不 喜欢 我 只 喜欢 狗 玩儿
0	你 就 特别 自恋 我 就 讨厌 特别 自恋 的 人 尤其 是 你 这种 机器人
0	靠 011027510
1	年纪 的
0	麻烦你 发 个 好看 点 的 文章
2	老公 我 又 恨 更 爱 亲爱 的 宝贝 老婆 你 ！ ！ ！
1	hsgejdbdj
1	你 是 天才 。
1	还 小 呢 到 27 了
1	白菜 停下来 咯 ， 喜羊羊 把 他 留下 了 无都 吵醒 了 我 没 发现 ，
1	你 能 变成 男声 吗 ？
1	你 好像 忘 了 给 好像 忘 了 我 只 的 问题 吧
1	我 知道 有 了 你 的 鼓励 他 一定 会 赢 的
1	今晚 到 我 床上 来 完 吗
1	索尼 水
1	王维 观猎
1	你 说 今天 是 今年 哪 一天 是 春节
1	着 了
0	不 跟 你 聊 了 一点 都 没意思 我 睡觉 了
1	说 句 脏话
1	两个 老婆 给 你 吧
1	于 无形
1	组 组 回 吗
1	我 高冷 有 很 萌 吗
0	我 都 不要 跟 你 聊了哼 ，
1	零下 十几度 还 不 算 冷 吗
1	不 是 这个 应该 是 2011年 1月10号 的 样子 吧
